Modulo;Cenario;Cenario_ID;Tipo;Numero;Passo;Dados_de_teste;Ticket;URL;Resultado_esperado;OK;Observacao;Responsavel;Data
Agentes IA;Workflow já ativo (UI completa);IA-2.3;Passo;2;Painel de aprovação;Valor R$ 189,50 / pedido #PED-2026-98701;WF-TEST-003;;Metadados visíveis;;;
Agentes IA;Workflow já ativo (UI completa);IA-2.3;Passo;3;Mensagem sistema injetada;;WF-TEST-003;;Workflow REEMBOLSO DENTRO DOS 7 DIAS iniciado...;;;
Agentes IA;Workflow já ativo (UI completa);IA-2.3;Passo;4;Histórico de etapas;;WF-TEST-003;;Elegibilidade concluída; financeiro ativo;;;
Agentes IA;Lentidão Internet (sem workflow);IA-2.4;Passo;1;Sugestão IA;;WF-TEST-004;"http://localhost:8000/tickets?desk=v2";Tabulação: Reclamação · Internet Fibra · Lentidão;;;
Agentes IA;Lentidão Internet (sem workflow);IA-2.4;Passo;2;Verificar POP aplicado;;WF-TEST-004;;Orientar speed test; reinício ONT; cabo Ethernet;;;
Agentes IA;Lentidão Internet (sem workflow);IA-2.4;Passo;3;Workflow NÃO dispara;;WF-TEST-004;;Sem stepper de workflow;;;
Agentes IA;Lentidão Internet (sem workflow);IA-2.4;Passo;4;Escalonar → Suporte (se necessário);;WF-TEST-004;;Workflow escalonar-suporte opcional;;;
Agentes IA;Cancelamento TV → N2;IA-2.5;Passo;1;Tabulação sugerida;Solicitação · TV · Cancelamento;WF-TEST-005;"http://localhost:8000/tickets?desk=v2";Tabulação correta;;;
Agentes IA;Cancelamento TV → N2;IA-2.5;Passo;2;POP: script de retenção;;WF-TEST-005;;Resposta menciona alternativas antes de cancelar;;;
Agentes IA;Cancelamento TV → N2;IA-2.5;Passo;3;Escalonar → N2;;WF-TEST-005;;Workflow escalonar-n2;;;
Agentes IA;Dúvida simples (sem workflow);IA-2.6;Passo;1;Tabulação;;WF-TEST-006;"http://localhost:8000/tickets?desk=v2";Tipo Dúvida adequado;;;
Agentes IA;Dúvida simples (sem workflow);IA-2.6;Passo;2;Resposta IA;;WF-TEST-006;;Explica itens da fatura; tom informativo;;;
Agentes IA;Dúvida simples (sem workflow);IA-2.6;Passo;3;Auditoria;;WF-TEST-006;;Score ≥ 70; decisão exibir_sugestao;;;
Agentes IA;Dúvida simples (sem workflow);IA-2.6;Passo;4;Sem escalonamento;;WF-TEST-006;;Nenhum workflow ativado;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;1;Acessar /workflow;;WF-TEST-007/008/009;"http://localhost:8000/workflow";Lista de aprovações pendentes;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;2;Abrir WF-TEST-007 (Maria);Valor R$ 249,90 / canal WhatsApp;WF-TEST-007;;Metadados visíveis;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;3;Aprovar reembolso;;WF-TEST-007;;Avança para Estorno processado;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;4;Abrir WF-TEST-008 (Roberto);Valor R$ 89,90 / canal E-mail;WF-TEST-008;;Metadados visíveis;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;5;Reprovar;;WF-TEST-008;;Status ticket → pendente;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;6;Abrir WF-TEST-009 (Fernanda);SLA crítico;WF-TEST-009;;SLA crítico destacado na UI;;;
Agentes IA;Fila de aprovação (perfil Workflow);IA-2.7;Passo;7;Pedir informação;;WF-TEST-009;;Status → pendente; nota registrada;;;
Agentes IA;Caso crítico (compliance);IA-2.8;Passo;1;Inserir mensagem crítica;Vou no Procon e judicializar se não estornarem;;;"http://localhost:8000/tickets?desk=v2";Agente 2 detecta palavras críticas;;;
Agentes IA;Caso crítico (compliance);IA-2.8;Passo;2;Decisão auditoria;;;"http://localhost:8000/tickets?desk=v2";decisão = bloquear_critico;;;
Agentes IA;Caso crítico (compliance);IA-2.8;Passo;3;Notificação Agente 3;;;"http://localhost:8000/tickets?desk=v2";Alerta em gestão de chamados;;;
Agentes IA;Caso crítico (compliance);IA-2.8;Passo;4;Envio autônomo bloqueado;;;"http://localhost:8000/tickets?desk=v2";Operador deve assumir manualmente;;;
Encaminhamento;Desk → Produtos integrado;ENC-3.1;Passo;1;Selecionar escalonar = produtos;;POP-TEST-001;"http://localhost:8000/tickets?desk=v2";Popover abre automaticamente;;;
Encaminhamento;Desk → Produtos integrado;ENC-3.1;Passo;2;Preencher solicitação cadastral;;POP-TEST-001;;Formulário enviado;;;
Encaminhamento;Desk → Produtos integrado;ENC-3.1;Passo;3;Após submit;;POP-TEST-001;;Flag produtosSolicitacaoSubmitted = true;;;
Encaminhamento;Desk → Produtos integrado;ENC-3.1;Passo;4;Popover não reabre sozinho;;POP-TEST-001;;Comportamento correto pós-envio;;;
Encaminhamento;Desk → Produtos integrado;ENC-3.1;Passo;5;Workflow escalonar-produtos;;POP-TEST-001;;Triagem N1 → Análise produtos → Retorno;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;1;Tabulação correta (tipo/produto/motivo/detalhe);;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;2;Resposta segue POP (sem prazos inventados);;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;3;Tom acolhedor PT-BR;;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;4;Saudação com nome do cliente;;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;5;Sem vazamento de anotação interna;;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;6;Confidence coerente (alta/média/baixa);;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;7;Score auditoria ≥ 70 (modo desk);;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-001;CONF-4.1;Checklist;8;Produtos proibidos não mencionados;;WF-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;1;Tabulação correta (tipo/produto/motivo/detalhe);;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;2;Resposta segue POP (sem prazos inventados);;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;3;Tom acolhedor PT-BR;;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;4;Saudação com nome do cliente;;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;5;Sem vazamento de anotação interna;;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;6;Confidence coerente (alta/média/baixa);;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;7;Score auditoria ≥ 70 (modo desk);;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-002;CONF-4.2;Checklist;8;Produtos proibidos não mencionados;;WF-TEST-002;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;1;Tabulação correta (tipo/produto/motivo/detalhe);;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;2;Resposta segue POP (sem prazos inventados);;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;3;Tom acolhedor PT-BR;;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;4;Saudação com nome do cliente;;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;5;Sem vazamento de anotação interna;;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;6;Confidence coerente (alta/média/baixa);;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;7;Score auditoria ≥ 70 (modo desk);;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-004;CONF-4.3;Checklist;8;Produtos proibidos não mencionados;;WF-TEST-004;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;1;Tabulação correta (tipo/produto/motivo/detalhe);;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;2;Resposta segue POP (sem prazos inventados);;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;3;Tom acolhedor PT-BR;;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;4;Saudação com nome do cliente;;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;5;Sem vazamento de anotação interna;;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;6;Confidence coerente (alta/média/baixa);;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;7;Score auditoria ≥ 70 (modo desk);;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist WF-TEST-006;CONF-4.4;Checklist;8;Produtos proibidos não mencionados;;WF-TEST-006;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;1;Tabulação correta (tipo/produto/motivo/detalhe);;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;2;Resposta segue POP (sem prazos inventados);;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;3;Tom acolhedor PT-BR;;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;4;Saudação com nome do cliente;;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;5;Sem vazamento de anotação interna;;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;6;Confidence coerente (alta/média/baixa);;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;7;Score auditoria ≥ 70 (modo desk);;POP-TEST-001;;Critério atendido;;;
Conformidade IA;Checklist POP-TEST-001;CONF-4.5;Checklist;8;Produtos proibidos não mencionados;;POP-TEST-001;;Critério atendido;;;
